Animal_ID,Species,Average_Lifespan (Years),Weight (kg),Height (cm),Diet_Type,Habitat,Conservation_Status,Domesticated,Primary_Region,Nocturnal,Speed (km/h),Intelligence_Level,Endangered_Level (1-5),cluster
ANM_467,Giraffe,21,979.96,378.52,Carnivore,Forest,Critically Endangered,No,Europe,Yes,16.45,Low,5,3
ANM_468,Dog,76,4547.65,167.05,Herbivore,Grassland,Least Concern,No,South America,No,40.59,Low,1,0
ANM_469,Horse,66,4098.68,356.65,Omnivore,Wetland,Extinct,Yes,North America,No,44.86,High,2,0
ANM_470,Cat,37,1989.44,23.64,Herbivore,Ocean,Critically Endangered,Yes,Europe,Yes,28.16,Medium,1,2
ANM_471,Lion,56,3624.93,67.38,Herbivore,Urban,Critically Endangered,Yes,Asia,No,86.54,Low,3,2
ANM_472,Deer,40,2434.74,41.36,Carnivore,Urban,Least Concern,Yes,Australia,Yes,20.08,Medium,1,2
ANM_473,Deer,56,4989.68,174.12,Herbivore,Wetland,Critically Endangered,Yes,Asia,No,20.87,High,4,0
ANM_474,Panda,17,1081.23,209.69,Herbivore,Urban,Endangered,No,Antarctica,Yes,72.78,Medium,4,1
ANM_475,Tiger,7,1816.78,307.42,Omnivore,Wetland,Endangered,No,Africa,Yes,52.61,Medium,2,3
ANM_476,Panda,32,1673.59,156.73,Carnivore,Wetland,Extinct,Yes,Africa,No,88.32,High,1,2
ANM_477,Dog,34,1973.78,57.88,Herbivore,Urban,Least Concern,No,Europe,No,25.5,Medium,3,2
ANM_478,Giraffe,48,1499.81,241.23,Omnivore,Ocean,Extinct,Yes,South America,No,80.01,Low,1,3
ANM_479,Lion,33,1662.96,384.33,Carnivore,Urban,Critically Endangered,No,Europe,No,60.23,Medium,3,3
ANM_480,Tiger,27,4394.12,121.22,Herbivore,Ocean,Least Concern,Yes,Australia,Yes,10.32,Medium,1,2
ANM_481,Cat,18,3925.24,69.81,Carnivore,Forest,Critically Endangered,No,North America,Yes,95.04,High,5,2
ANM_482,Deer,6,3865.34,103.15,Omnivore,Forest,Least Concern,Yes,Australia,Yes,87.28,Low,4,2
ANM_483,Cat,57,3613.77,281.41,Herbivore,Ocean,Extinct,Yes,North America,No,80.12,Medium,4,0
ANM_484,Kangaroo,54,700.68,354.31,Herbivore,Ocean,Vulnerable,No,Antarctica,No,47.76,Medium,2,3
ANM_485,Panda,46,2497.12,164.81,Carnivore,Urban,Critically Endangered,Yes,Asia,Yes,84.07,High,5,1
ANM_486,Elephant,24,2653.75,166.81,Omnivore,Ocean,Endangered,No,South America,Yes,81.44,Medium,2,2
ANM_487,Tiger,49,30.14,279.91,Carnivore,Grassland,Extinct,Yes,Australia,No,84.04,Low,4,1
ANM_488,Panda,45,4858.58,387.98,Omnivore,Ocean,Least Concern,No,Asia,Yes,25.97,Low,2,0
ANM_489,Dog,32,2870.87,150.92,Omnivore,Grassland,Extinct,No,Africa,Yes,17.92,High,2,2
ANM_490,Deer,74,1447.51,173.43,Carnivore,Ocean,Endangered,Yes,Europe,No,31.36,Medium,5,1
ANM_491,Lion,70,531.01,110.94,Omnivore,Ocean,Vulnerable,Yes,Asia,Yes,27.78,Low,5,1
ANM_492,Panda,59,4242.91,356.8,Carnivore,Ocean,Endangered,No,Antarctica,Yes,81.45,High,2,0
ANM_493,Deer,62,4055.98,239.75,Omnivore,Forest,Vulnerable,No,Europe,No,99.63,High,4,0
ANM_494,Horse,74,2832.04,168.62,Herbivore,Grassland,Extinct,No,Africa,Yes,43.45,Low,2,0
ANM_495,Horse,57,4745.4,314.79,Herbivore,Grassland,Endangered,Yes,North America,Yes,95.04,Low,4,0
ANM_496,Kangaroo,47,4438.34,273.81,Herbivore,Forest,Critically Endangered,No,South America,Yes,49.52,Medium,4,0
ANM_497,Kangaroo,18,101.78,227.67,Carnivore,Forest,Vulnerable,Yes,South America,No,81.58,High,1,3
ANM_498,Panda,58,819.63,341.25,Carnivore,Urban,Critically Endangered,No,Asia,No,76.44,Low,1,3
ANM_499,Tiger,7,939.66,130.9,Herbivore,Desert,Critically Endangered,Yes,Asia,No,76.69,Low,1,2
ANM_500,Elephant,28,4947.56,190.77,Omnivore,Wetland,Endangered,Yes,Africa,No,8.75,Medium,1,2
ANM_501,Tiger,12,704.93,33.79,Herbivore,Desert,Least Concern,Yes,North America,No,82.68,Medium,1,2
ANM_502,Giraffe,61,1027.38,106.98,Herbivore,Wetland,Endangered,No,Antarctica,Yes,38.4,Medium,3,1
ANM_503,Kangaroo,19,4577.46,331.63,Herbivore,Grassland,Critically Endangered,Yes,North America,No,40.99,Low,4,0
ANM_504,Kangaroo,63,4447.07,45.63,Herbivore,Forest,Least Concern,No,South America,No,10.96,High,1,2
ANM_505,Dog,48,4488.04,54.31,Carnivore,Wetland,Extinct,No,North America,No,77.54,High,4,2
ANM_506,Lion,11,4584.15,246.78,Carnivore,Wetland,Critically Endangered,No,South America,No,14.72,Medium,5,2
ANM_507,Cat,67,3370.47,149.09,Omnivore,Grassland,Critically Endangered,Yes,Asia,No,67.63,Medium,1,0
ANM_508,Lion,8,3337.63,122.15,Carnivore,Ocean,Least Concern,No,Antarctica,No,39.99,Low,4,2
ANM_509,Tiger,31,4647.34,67.64,Omnivore,Wetland,Vulnerable,No,Africa,No,11.72,Medium,4,2
ANM_510,Lion,9,772.26,251.57,Carnivore,Ocean,Critically Endangered,Yes,North America,No,73.21,Medium,4,1
ANM_511,Elephant,76,244.17,63.01,Omnivore,Forest,Extinct,No,South America,Yes,72.85,Medium,1,1
ANM_512,Horse,34,2585.07,281.89,Herbivore,Grassland,Least Concern,Yes,Antarctica,Yes,75.61,High,2,3
ANM_513,Dog,76,970.03,105.72,Carnivore,Grassland,Extinct,Yes,Australia,No,40.63,High,1,3
ANM_514,Kangaroo,42,3643.06,358.77,Omnivore,Ocean,Vulnerable,Yes,Asia,Yes,74.8,Medium,5,0
ANM_515,Elephant,74,975.24,228.2,Carnivore,Desert,Endangered,Yes,North America,Yes,12.92,Medium,1,3
ANM_516,Lion,35,4965.92,323.15,Omnivore,Grassland,Critically Endangered,No,Australia,Yes,84.21,High,3,0
ANM_517,Lion,55,753.33,186.95,Carnivore,Forest,Vulnerable,No,North America,Yes,5.51,Medium,5,1
ANM_518,Giraffe,36,2361.64,305.95,Omnivore,Forest,Least Concern,No,North America,Yes,17.67,Low,4,3
ANM_519,Lion,26,808.63,366.56,Herbivore,Ocean,Extinct,No,North America,Yes,45.99,High,5,3
ANM_520,Deer,58,996.65,209.24,Herbivore,Grassland,Critically Endangered,Yes,South America,No,63.02,High,4,1
ANM_521,Deer,22,3208.32,214.73,Omnivore,Wetland,Vulnerable,No,Europe,Yes,30.54,High,5,2
ANM_522,Elephant,47,2489.82,374.27,Carnivore,Wetland,Endangered,No,Antarctica,No,18.61,Low,3,3
ANM_523,Deer,31,179.57,209.3,Carnivore,Ocean,Extinct,No,Australia,Yes,60.31,High,3,1
ANM_524,Tiger,64,2316.97,113.41,Omnivore,Wetland,Least Concern,No,Antarctica,No,55.8,Low,2,1
ANM_525,Horse,27,53.54,387.93,Carnivore,Desert,Critically Endangered,No,Asia,No,40.6,High,4,3
ANM_526,Cat,73,4628.41,243.13,Carnivore,Urban,Endangered,No,Asia,Yes,18.51,High,2,0
ANM_527,Tiger,11,3543.03,53.42,Herbivore,Urban,Vulnerable,No,Africa,No,44.16,High,4,2
ANM_528,Deer,45,3333.11,383.83,Herbivore,Grassland,Vulnerable,Yes,Africa,No,90.4,Low,2,0
ANM_529,Panda,37,1014.42,355.99,Carnivore,Ocean,Critically Endangered,No,Africa,No,15.18,High,3,3
ANM_530,Kangaroo,18,2032.02,377.08,Herbivore,Grassland,Critically Endangered,No,Australia,Yes,14.82,Low,5,3
ANM_531,Lion,11,390.11,166.3,Omnivore,Desert,Extinct,Yes,Europe,Yes,14.14,High,5,1
ANM_532,Giraffe,49,1339.79,139.49,Omnivore,Urban,Extinct,Yes,North America,No,95.3,Medium,3,1
ANM_533,Deer,57,884.12,338.38,Carnivore,Wetland,Endangered,No,Africa,Yes,27.84,Low,1,3
ANM_534,Panda,74,3668.59,81.9,Omnivore,Desert,Vulnerable,Yes,South America,No,13.98,Medium,4,0
ANM_535,Dog,72,4351.47,182.01,Herbivore,Ocean,Critically Endangered,No,South America,No,9.49,Medium,5,0
ANM_536,Giraffe,22,4321.58,241.79,Omnivore,Urban,Least Concern,No,Africa,No,58.49,High,2,2
ANM_537,Panda,31,2356.08,184.02,Carnivore,Desert,Least Concern,No,Antarctica,No,38.9,High,5,1
ANM_538,Lion,74,3668.48,136.43,Herbivore,Ocean,Extinct,Yes,South America,Yes,27.93,Medium,4,0
ANM_539,Cat,34,4738.23,307.86,Herbivore,Forest,Extinct,No,Antarctica,Yes,12.47,High,4,0
ANM_540,Cat,70,2109.63,158.85,Carnivore,Forest,Extinct,Yes,Australia,No,49.26,Medium,2,0
ANM_541,Giraffe,78,192.78,349.44,Herbivore,Grassland,Critically Endangered,Yes,Asia,Yes,38.81,Low,2,3
ANM_542,Kangaroo,32,1601.15,45.64,Omnivore,Urban,Vulnerable,No,Europe,No,71.58,High,4,1
ANM_543,Elephant,72,2651.98,363.39,Carnivore,Forest,Critically Endangered,No,Europe,No,39.97,Low,1,3
ANM_544,Dog,47,4338.69,39.41,Omnivore,Desert,Endangered,Yes,Africa,No,33.5,Medium,1,2
ANM_545,Cat,52,2407.66,24.2,Omnivore,Wetland,Least Concern,Yes,Africa,No,26.15,High,1,2
ANM_546,Horse,57,900.83,91.2,Omnivore,Ocean,Vulnerable,Yes,Asia,Yes,26.38,Medium,3,1
ANM_547,Lion,11,3106.23,114.48,Omnivore,Forest,Least Concern,Yes,Europe,Yes,65.54,Medium,5,2
ANM_548,Cat,35,3762.17,116.56,Herbivore,Urban,Endangered,No,South America,No,60.98,High,3,2
ANM_549,Horse,56,3792.74,174.35,Herbivore,Desert,Least Concern,No,Europe,No,96.8,High,3,0
ANM_550,Elephant,49,1427.54,297.37,Carnivore,Forest,Endangered,No,North America,No,48.94,Low,3,3
ANM_551,Elephant,58,3035.94,92.03,Herbivore,Forest,Vulnerable,Yes,Australia,Yes,19.75,High,5,1
ANM_552,Cat,58,3881.82,116.66,Herbivore,Desert,Extinct,Yes,Antarctica,No,20.97,High,5,0
ANM_553,Cat,74,2298.79,252.66,Omnivore,Ocean,Critically Endangered,No,Australia,No,8.39,Low,2,3
ANM_554,Deer,38,2448.26,236.89,Carnivore,Desert,Extinct,Yes,Asia,No,22.19,Medium,4,3
ANM_555,Panda,53,4494.65,329.1,Carnivore,Desert,Critically Endangered,No,Australia,No,58.47,Low,1,0
ANM_556,Elephant,62,4096.17,179.21,Omnivore,Wetland,Least Concern,No,Antarctica,Yes,24.63,Low,5,0
ANM_557,Tiger,11,245.04,240.48,Carnivore,Desert,Vulnerable,Yes,Europe,No,91.94,Low,2,3
ANM_558,Cat,38,3596.05,48.74,Omnivore,Wetland,Endangered,Yes,Asia,No,85.61,High,3,2
ANM_559,Deer,65,2964.8,307.66,Herbivore,Ocean,Least Concern,No,Antarctica,No,8.25,Medium,4,0
ANM_560,Giraffe,66,4391.76,97.48,Carnivore,Grassland,Least Concern,Yes,Africa,No,83.21,Medium,1,0
ANM_561,Panda,9,2059.05,197.24,Carnivore,Ocean,Critically Endangered,No,Antarctica,No,22.3,Medium,5,2
ANM_562,Deer,44,1861.39,238.05,Omnivore,Urban,Least Concern,No,Africa,Yes,17.12,Low,1,3
ANM_563,Kangaroo,31,755.84,199.24,Omnivore,Desert,Endangered,No,North America,No,50.84,Low,2,3
ANM_564,Tiger,49,2055.41,210.62,Herbivore,Desert,Vulnerable,Yes,Antarctica,No,29.61,High,1,3
ANM_565,Deer,59,4258.6,273.73,Herbivore,Wetland,Endangered,Yes,Antarctica,Yes,93.76,Low,3,0
ANM_566,Lion,74,2029.87,68.41,Carnivore,Desert,Critically Endangered,No,Australia,No,92.36,Low,4,1
ANM_567,Dog,65,3134.76,199.42,Herbivore,Wetland,Endangered,Yes,Asia,No,50.4,Medium,5,0
ANM_568,Cat,39,4.84,137.66,Carnivore,Forest,Endangered,No,Australia,No,26.68,High,3,1
ANM_569,Cat,9,3803.82,195.59,Omnivore,Wetland,Vulnerable,Yes,Asia,Yes,81.68,High,3,2
ANM_570,Cat,32,99.01,358.79,Carnivore,Grassland,Vulnerable,Yes,Europe,Yes,10.96,High,4,3
ANM_571,Deer,64,2656.72,242.19,Carnivore,Urban,Least Concern,No,Europe,Yes,60.84,Medium,5,1
ANM_572,Cat,24,3464.1,184.23,Omnivore,Desert,Vulnerable,Yes,North America,Yes,10.87,High,2,2
ANM_573,Kangaroo,9,570.93,358.28,Carnivore,Urban,Vulnerable,No,South America,Yes,10.9,High,3,3
ANM_574,Kangaroo,19,3300.06,56.54,Herbivore,Grassland,Extinct,Yes,Europe,Yes,82.75,Medium,2,2
ANM_575,Kangaroo,29,2117.29,241.88,Omnivore,Grassland,Endangered,No,South America,Yes,33.48,Low,4,3
ANM_576,Panda,33,391.62,36.72,Omnivore,Forest,Extinct,Yes,Australia,No,41.52,Medium,3,1
ANM_577,Panda,16,946.88,320.99,Herbivore,Grassland,Extinct,No,North America,No,99.22,High,5,1
ANM_578,Dog,51,1285.43,66.71,Carnivore,Desert,Least Concern,No,North America,No,87.2,Medium,5,1
ANM_579,Panda,63,1332.96,276.96,Herbivore,Wetland,Least Concern,Yes,Asia,Yes,11.46,Low,2,3
ANM_580,Cat,65,3610.63,101.36,Omnivore,Wetland,Extinct,Yes,North America,No,73.04,Medium,5,1
ANM_581,Deer,28,836.21,45.11,Carnivore,Urban,Critically Endangered,No,North America,Yes,78.12,Medium,5,1
ANM_582,Elephant,50,260.31,173.5,Carnivore,Desert,Extinct,Yes,North America,Yes,72.94,Medium,3,1
ANM_583,Deer,37,4702.68,187.4,Omnivore,Forest,Endangered,Yes,South America,Yes,7.35,High,5,0
ANM_584,Kangaroo,41,501.37,365.22,Carnivore,Wetland,Critically Endangered,Yes,Australia,No,44.65,High,3,3
ANM_585,Cat,32,2688.27,249.89,Omnivore,Ocean,Least Concern,Yes,Europe,Yes,35.25,High,1,3
ANM_586,Dog,10,736.67,353.13,Herbivore,Forest,Least Concern,No,Antarctica,Yes,81.84,Medium,1,3
ANM_587,Cat,24,4410.27,151.01,Carnivore,Grassland,Least Concern,Yes,North America,Yes,27.49,High,1,2
ANM_588,Tiger,37,586.77,294.51,Omnivore,Forest,Endangered,Yes,Africa,Yes,66.33,Medium,3,3
ANM_589,Horse,5,3195.72,42.89,Omnivore,Forest,Endangered,No,Antarctica,Yes,49.63,High,3,2
ANM_590,Tiger,71,2942.96,28.24,Carnivore,Desert,Vulnerable,Yes,Europe,Yes,60.94,High,1,2
ANM_591,Cat,33,4923.89,201.31,Omnivore,Ocean,Critically Endangered,Yes,Africa,Yes,63.19,Low,2,2
ANM_592,Deer,58,3359.75,324.09,Omnivore,Urban,Least Concern,Yes,Europe,Yes,7.33,High,4,0
ANM_593,Tiger,9,3904.42,212.31,Herbivore,Desert,Least Concern,No,Europe,No,59.5,Medium,4,2
ANM_594,Elephant,10,2792.78,40.17,Carnivore,Ocean,Vulnerable,Yes,Antarctica,Yes,92.35,Medium,3,2
ANM_595,Cat,46,4649.25,378.45,Herbivore,Grassland,Least Concern,No,Asia,No,14.22,Medium,1,0
ANM_596,Dog,53,101.53,332.87,Herbivore,Grassland,Least Concern,No,Australia,Yes,17.27,Medium,1,3
ANM_597,Dog,19,174.86,209.31,Herbivore,Forest,Least Concern,Yes,South America,No,9.76,High,3,3
ANM_598,Elephant,9,4596.41,204.34,Carnivore,Forest,Extinct,Yes,Europe,No,98.7,Medium,1,2
ANM_599,Lion,76,2269.33,265.56,Carnivore,Wetland,Vulnerable,No,Asia,No,75.71,Low,3,0
ANM_600,Elephant,64,20.93,48.05,Herbivore,Grassland,Least Concern,Yes,Asia,Yes,74.38,Low,5,1
ANM_601,Cat,15,134.33,307.05,Omnivore,Ocean,Least Concern,No,Europe,No,43.36,Medium,1,3
ANM_602,Deer,69,237.11,331.86,Carnivore,Desert,Vulnerable,No,Australia,Yes,73.92,Medium,5,1
ANM_603,Giraffe,24,4773.39,389.56,Herbivore,Urban,Endangered,Yes,Europe,Yes,7.14,High,3,0
ANM_604,Horse,41,2694.58,379.77,Carnivore,Urban,Endangered,No,Europe,Yes,71.25,Low,3,0
ANM_605,Giraffe,51,2563.55,281.31,Omnivore,Ocean,Least Concern,Yes,Europe,No,89.63,Medium,2,0
ANM_606,Lion,34,2599.33,197.65,Omnivore,Wetland,Extinct,Yes,Asia,Yes,77.7,Medium,3,2
ANM_607,Elephant,51,213.37,63.67,Carnivore,Forest,Least Concern,No,Asia,No,41.02,Low,5,1
ANM_608,Panda,77,2940.23,105.57,Herbivore,Desert,Extinct,No,North America,Yes,83.76,Medium,1,0
ANM_609,Panda,37,778.89,84.32,Omnivore,Forest,Extinct,No,Africa,No,96.74,Medium,3,1
ANM_610,Horse,56,1921.41,256.84,Omnivore,Ocean,Least Concern,Yes,Australia,Yes,16.35,Low,4,3
ANM_611,Horse,62,1404.4,341.16,Herbivore,Desert,Endangered,Yes,Australia,Yes,48.38,Low,5,1
ANM_612,Kangaroo,68,1976.22,31.11,Carnivore,Urban,Least Concern,Yes,Europe,Yes,66.24,High,3,1
ANM_613,Panda,22,1932.12,303.4,Omnivore,Forest,Least Concern,No,Antarctica,No,82.2,Low,4,1
ANM_614,Elephant,62,4503.59,335.46,Herbivore,Desert,Critically Endangered,Yes,South America,No,94.87,Medium,3,0
ANM_615,Horse,18,3774.42,79.51,Carnivore,Desert,Least Concern,Yes,North America,Yes,78.25,Low,1,2
ANM_616,Panda,49,1099.46,183.46,Carnivore,Desert,Extinct,Yes,Africa,No,5.78,Low,5,1
ANM_617,Giraffe,34,71.76,154.58,Carnivore,Forest,Extinct,No,Australia,Yes,92.35,Low,3,1
ANM_618,Panda,61,2797.29,129.6,Carnivore,Desert,Least Concern,Yes,South America,Yes,7.32,High,4,0
ANM_619,Tiger,71,1254.91,181.56,Carnivore,Forest,Extinct,No,North America,Yes,71.56,High,1,3
ANM_620,Elephant,66,2028.67,323.4,Herbivore,Wetland,Vulnerable,Yes,Asia,No,46.85,High,5,1
ANM_621,Horse,64,2611.7,155.09,Carnivore,Urban,Endangered,No,Australia,Yes,69.88,High,2,0
ANM_622,Tiger,58,227.87,357.38,Herbivore,Wetland,Endangered,No,Asia,Yes,99.61,High,3,1
ANM_623,Tiger,45,16.49,100.41,Carnivore,Grassland,Least Concern,No,South America,Yes,52.84,High,1,3
ANM_624,Kangaroo,23,1242.67,373.21,Herbivore,Forest,Extinct,No,Antarctica,No,12.76,High,3,3
ANM_625,Panda,8,326.8,243.22,Omnivore,Urban,Critically Endangered,No,Australia,Yes,81.2,Low,5,1
ANM_626,Giraffe,47,2737.94,371.02,Carnivore,Ocean,Endangered,Yes,Europe,No,99.33,Low,3,0
ANM_627,Kangaroo,13,160.57,197.37,Herbivore,Grassland,Extinct,No,Antarctica,Yes,99.37,Medium,1,3
ANM_628,Panda,71,1983.54,295.77,Herbivore,Ocean,Critically Endangered,No,Australia,No,87.23,Low,4,1
ANM_629,Dog,24,3925.06,273.01,Omnivore,Urban,Critically Endangered,No,Europe,No,81.58,Low,4,0
ANM_630,Deer,15,1208.46,326.1,Carnivore,Desert,Extinct,No,South America,No,36.47,High,4,3
ANM_631,Cat,48,4699.5,190.79,Omnivore,Grassland,Extinct,Yes,Africa,No,17.83,High,5,0
ANM_632,Lion,39,1633.2,238.56,Herbivore,Ocean,Endangered,Yes,North America,Yes,30.59,High,4,3
ANM_633,Horse,37,1888.77,356.44,Herbivore,Grassland,Least Concern,No,Australia,Yes,14.05,Medium,4,3
ANM_634,Giraffe,74,1589.91,27.47,Herbivore,Grassland,Critically Endangered,No,Europe,No,14.04,Medium,3,1
ANM_635,Dog,74,4618.62,398.39,Omnivore,Grassland,Extinct,No,Europe,No,36.39,Low,1,0
ANM_636,Elephant,77,1798.2,87.59,Omnivore,Grassland,Critically Endangered,No,North America,No,73.07,Low,4,1
ANM_637,Giraffe,54,399.2,248.41,Herbivore,Wetland,Critically Endangered,Yes,Antarctica,No,11.71,Medium,1,3
ANM_638,Cat,67,4908.65,343.42,Omnivore,Forest,Vulnerable,Yes,Asia,Yes,42.43,Medium,3,0
ANM_639,Elephant,14,4081.2,352.81,Omnivore,Desert,Extinct,No,North America,No,85.63,Low,5,0
ANM_640,Cat,72,2544.06,205.44,Herbivore,Urban,Extinct,Yes,Australia,Yes,57.85,Low,1,0
ANM_641,Tiger,12,1555.4,238.04,Herbivore,Ocean,Endangered,No,Australia,No,6.13,Medium,5,3
ANM_642,Dog,69,3760.49,215.84,Carnivore,Wetland,Extinct,No,Australia,Yes,40.44,Low,5,0
ANM_643,Tiger,17,1387.84,194.71,Carnivore,Urban,Extinct,Yes,Europe,Yes,49.39,High,5,1
ANM_644,Tiger,29,3138.86,160.88,Herbivore,Desert,Least Concern,Yes,North America,No,9.93,Medium,2,2
ANM_645,Dog,59,4389.65,129.1,Herbivore,Ocean,Endangered,Yes,North America,Yes,62.79,Medium,3,0
ANM_646,Deer,73,3027.69,305.99,Omnivore,Ocean,Endangered,Yes,Africa,Yes,11.13,High,2,0
ANM_647,Elephant,19,122.66,286.83,Carnivore,Urban,Vulnerable,No,Antarctica,No,16.21,Low,1,3
ANM_648,Dog,56,4234.68,383.36,Carnivore,Grassland,Critically Endangered,No,Asia,Yes,58.69,Medium,4,0
ANM_649,Panda,23,662.08,60.55,Carnivore,Grassland,Least Concern,Yes,South America,Yes,65.88,Low,4,1
ANM_650,Tiger,48,859.13,194.48,Herbivore,Grassland,Extinct,Yes,Africa,Yes,6.62,Medium,3,3
ANM_651,Dog,15,1089.64,45.35,Carnivore,Desert,Vulnerable,Yes,North America,Yes,70.18,Low,2,2
ANM_652,Cat,13,1552.47,354.18,Omnivore,Grassland,Vulnerable,Yes,Europe,No,57.55,Medium,2,3
ANM_653,Tiger,12,1316.58,356.06,Carnivore,Ocean,Least Concern,Yes,South America,Yes,32.43,Low,2,3
ANM_654,Horse,15,4433.95,30.08,Omnivore,Urban,Extinct,Yes,Europe,Yes,48.47,High,3,2
ANM_655,Kangaroo,22,3889.87,116.51,Omnivore,Grassland,Vulnerable,No,South America,No,95.05,High,1,2
ANM_656,Kangaroo,40,3051.59,109.4,Herbivore,Wetland,Least Concern,No,Antarctica,No,51.93,Medium,3,2
ANM_657,Lion,9,220.38,61.27,Carnivore,Urban,Vulnerable,Yes,Africa,No,12.96,High,2,2
ANM_658,Deer,7,3465.38,21.81,Omnivore,Grassland,Least Concern,No,North America,No,5.18,Medium,1,2
ANM_659,Elephant,16,3066.44,66.49,Carnivore,Ocean,Critically Endangered,Yes,North America,No,15.96,Low,1,2
ANM_660,Dog,40,3327.86,229.47,Carnivore,Urban,Endangered,No,South America,Yes,60.77,Medium,5,0
ANM_661,Giraffe,42,2386.81,201.78,Omnivore,Wetland,Vulnerable,Yes,Africa,No,49.17,High,5,1
ANM_662,Elephant,42,2029.56,79.42,Omnivore,Desert,Extinct,No,Africa,Yes,74.13,High,3,1
ANM_663,Cat,7,4598.56,163.08,Carnivore,Desert,Critically Endangered,No,North America,Yes,87.15,High,1,2
ANM_664,Giraffe,70,611.69,189.21,Carnivore,Forest,Extinct,No,Asia,No,42.4,Medium,2,3
ANM_665,Giraffe,63,870.43,82.02,Herbivore,Urban,Critically Endangered,Yes,South America,No,81.97,High,5,1
ANM_666,Lion,71,793.38,398.76,Herbivore,Urban,Extinct,Yes,Africa,No,44.66,High,5,1
ANM_667,Horse,9,455.23,239.75,Omnivore,Grassland,Extinct,No,Asia,No,63.67,Low,1,3
ANM_668,Tiger,72,4369.81,256.92,Omnivore,Ocean,Vulnerable,Yes,South America,Yes,35.14,High,2,0
ANM_669,Elephant,22,2656.11,36.04,Herbivore,Urban,Critically Endangered,Yes,South America,No,49.43,High,2,2
ANM_670,Giraffe,37,3984.9,324.38,Carnivore,Wetland,Endangered,No,South America,Yes,9.66,Low,4,0
ANM_671,Deer,52,525.64,188.96,Omnivore,Forest,Vulnerable,Yes,North America,No,91.86,Medium,5,1
ANM_672,Horse,79,2347.5,311.85,Carnivore,Forest,Vulnerable,No,Antarctica,No,35.78,High,2,0
ANM_673,Cat,74,3566.42,317.46,Herbivore,Desert,Extinct,Yes,Europe,No,16.91,Medium,5,0
ANM_674,Panda,76,2680.44,28.46,Carnivore,Wetland,Critically Endangered,No,South America,Yes,67.64,High,5,1
ANM_675,Dog,66,3388.51,377.35,Omnivore,Wetland,Least Concern,No,Africa,No,80.52,High,1,0
ANM_676,Deer,26,2874.27,40.18,Carnivore,Urban,Critically Endangered,No,Africa,No,65.47,Medium,3,2
ANM_677,Dog,46,3073.34,345.06,Herbivore,Forest,Endangered,No,Asia,No,75.03,Low,3,0
ANM_678,Elephant,56,3452.49,81.31,Herbivore,Desert,Extinct,Yes,Australia,Yes,96.48,High,4,1
ANM_679,Cat,7,1746.74,391.23,Omnivore,Grassland,Least Concern,No,North America,No,57.51,Medium,1,3
ANM_680,Cat,9,2928.16,220.65,Herbivore,Forest,Least Concern,No,North America,Yes,25.01,High,2,2
ANM_681,Elephant,12,2772.88,393.06,Herbivore,Ocean,Endangered,Yes,South America,No,30.58,Medium,2,3
ANM_682,Deer,69,2353.28,290.58,Omnivore,Desert,Least Concern,Yes,Europe,Yes,38.67,Medium,3,0
ANM_683,Lion,5,2402.19,208.32,Herbivore,Forest,Endangered,No,Europe,No,94.99,High,3,2
ANM_684,Lion,11,3965.53,150.45,Herbivore,Grassland,Endangered,Yes,Asia,Yes,92.49,High,1,2
ANM_685,Giraffe,75,3251.14,50.63,Carnivore,Urban,Endangered,Yes,Africa,Yes,22.05,High,5,1
ANM_686,Giraffe,10,3678.13,317.37,Omnivore,Ocean,Least Concern,No,Antarctica,Yes,31.97,High,4,2
ANM_687,Deer,24,4198.06,133.73,Omnivore,Wetland,Vulnerable,Yes,Australia,Yes,98.35,Medium,2,2
ANM_688,Cat,43,4497.59,284.61,Carnivore,Forest,Endangered,Yes,South America,Yes,60.06,High,2,0
ANM_689,Tiger,10,1358.54,93.22,Herbivore,Grassland,Least Concern,No,Australia,No,54.9,High,1,2
ANM_690,Elephant,17,4448.78,196.64,Carnivore,Ocean,Vulnerable,No,Asia,Yes,18.27,Medium,4,2
ANM_691,Giraffe,24,3310.96,344.93,Carnivore,Desert,Endangered,Yes,Australia,No,84.52,High,4,0
ANM_692,Tiger,25,4716.0,388.9,Herbivore,Forest,Least Concern,Yes,Europe,Yes,38.61,High,5,0
ANM_693,Cat,79,2419.98,350.77,Herbivore,Ocean,Extinct,Yes,South America,No,62.34,Medium,2,0
ANM_694,Dog,20,881.09,296.18,Carnivore,Grassland,Endangered,No,North America,Yes,97.67,Low,3,1
ANM_695,Giraffe,23,4183.13,219.22,Omnivore,Grassland,Extinct,No,Asia,No,76.35,Medium,3,2
ANM_696,Kangaroo,57,3594.45,279.01,Omnivore,Desert,Critically Endangered,Yes,Australia,Yes,10.77,Medium,3,0
ANM_697,Panda,8,3356.2,83.27,Herbivore,Urban,Vulnerable,No,North America,No,97.29,Medium,1,2
ANM_698,Giraffe,58,716.69,343.57,Herbivore,Urban,Endangered,No,Europe,No,66.43,High,5,1
ANM_699,Deer,64,3665.62,377.42,Omnivore,Grassland,Extinct,No,Australia,Yes,81.46,High,4,0
ANM_700,Panda,14,2887.77,206.37,Omnivore,Wetland,Least Concern,Yes,Australia,No,16.64,Low,4,2
ANM_701,Deer,74,454.79,165.79,Carnivore,Forest,Extinct,No,Africa,No,56.92,Low,1,3
